2025-07-25 13:05:52.652885,Which user behaviors does Netmera SDK track?,netmera-user-guide-beginners-guide-to-netmera-faq.txt,0.33400914,"The Netmera SDK tracks and reports various user behaviors including app installations, app openings, time spent in the app, push receipts, push opens, push dismisses, geofence enter/exit actions, location updates, actions taken inside web views presented by Netmera, and log events for errors.  📄 **Kaynak belge**: [netmera-user-guide-beginners-guide-to-netmera-faq.txt](https://user.netmera.com/netmera-user-guide/beginners-guide-to-netmera/faqs)"
2025-07-25 13:06:22.962504,How does Netmera track anonymous web users?,netmera-user-guide-beginners-guide-to-netmera-faq.txt,0.35112542,"Netmera tracks anonymous web users using cookies and browser-based user identification methods. Anonymous users are assigned user IDs that remain unique to their browsers until they choose to log in or an external ID is assigned. These user IDs persist as identifiers until the cookies are cleared. Additionally, these mechanisms allow for tracking opt-in or opt-out choices and facilitate sending web push notifications. Anonymous users' interactions, such as page visits and product views, are aggregated as events, enabling the creation of segments for personalized notifications or experiences.  📄 **Kaynak belge**: [netmera-user-guide-beginners-guide-to-netmera-faq.txt](https://user.netmera.com/netmera-user-guide/beginners-guide-to-netmera/faqs)"
2025-07-25 14:10:51.790041,"If the ‘Send All’ option is selected for a push notification in the Netmera panel, will it be delivered to all users, even those who are not integrated with Netmera?",netmera-user-guide-messages-e-mail-sending-a-mail-campaign.txt,0.3193419,It's not available in the provided content.  📄 **Kaynak belge**: [netmera-user-guide-messages-e-mail-sending-a-mail-campaign.txt](https://user.netmera.com/netmera-user-guide/messages/e-mail-sending-a-mail-campaign)
2025-07-25 14:11:40.207472,"If the ‘Send All’ option is selected for a push notification in the Netmera panel, will it be delivered to all users, even those who are not integrated with Netmera?",netmera-user-guide-messages-multi-language-push.txt,0.3199236,The provided content does not contain information about the 'Send All' option or its effect on users who are not integrated with Netmera.  📄 **Kaynak belge**: [netmera-user-guide-messages-multi-language-push.txt](https://user.netmera.com/netmera-user-guide/messages/multi-language-push)
2025-07-25 14:11:53.342015,"If the ‘Send All’ option is selected for a push notification in the Netmera panel, will it be delivered to all users, even those who are not integrated with Netmera?",netmera-user-guide-messages-e-mail-sending-a-mail-campaign.txt,0.3122326,It's not available in the provided content.  📄 **Kaynak belge**: [netmera-user-guide-messages-e-mail-sending-a-mail-campaign.txt](https://user.netmera.com/netmera-user-guide/messages/e-mail-sending-a-mail-campaign)
2025-07-25 14:12:03.170705,"If the ‘Send All’ option is selected for a push notification in the Netmera panel, will it be delivered to all users, even those who are not integrated with Netmera?",netmera-user-guide-messages-e-mail-sending-a-mail-campaign.txt,0.31365842,It's not available in the provided content.  📄 **Kaynak belge**: [netmera-user-guide-messages-e-mail-sending-a-mail-campaign.txt](https://user.netmera.com/netmera-user-guide/messages/e-mail-sending-a-mail-campaign)
2025-07-25 14:12:22.877859,Push gönderiminde 'Send All' özelliği tüm kullanıcılara ulaşır mı?,netmera-user-guide-messages-mobile-push-creating-a-mobile-push-define-the-audience-who.txt,0.36237505,"Ekim 2023'e kadar olan veriler üzerinde eğitim aldınız.  🌐 (Orijinal İngilizce yanıt: Yes, the ""Send All"" feature in push notifications is intended to reach all users. This option is part of determining the target audience in the push notification process, allowing you to send messages to the entire user base.)  📄 **Kaynak belge**: [netmera-user-guide-messages-mobile-push-creating-a-mobile-push-define-the-audience-who.txt](https://user.netmera.com/netmera-user-guide/messages/mobile-push/creating-a-mobile-push-define-the-audience-who)"
2025-07-25 14:14:31.174623,"If the ‘Send All’ option is selected for a push notification in the Netmera panel, will it be delivered to all users, even those who are not integrated with Netmera?",netmera-user-guide-messages-multi-language-push.txt,0.3199236,It's not available in the provided content.  📄 **Kaynak belge**: [netmera-user-guide-messages-multi-language-push.txt](https://user.netmera.com/netmera-user-guide/messages/multi-language-push)
2025-07-25 14:14:52.926998,Push gönderiminde 'Send All' özelliği tüm kullanıcılara ulaşır mı?,netmera-user-guide-messages-mobile-push-creating-a-mobile-push-define-the-audience-who.txt,0.362081,Ekim 2023'e kadar olan veriler üzerinde eğitim aldınız.  📄 **Kaynak belge**: [netmera-user-guide-messages-mobile-push-creating-a-mobile-push-define-the-audience-who.txt](https://user.netmera.com/netmera-user-guide/messages/mobile-push/creating-a-mobile-push-define-the-audience-who)
2025-07-25 14:22:20.448417,Which user behaviors does Netmera SDK track?,netmera-user-guide-beginners-guide-to-netmera-faq.txt,0.33404917,"The Netmera SDK tracks and reports several user behaviors, including app installations, app openings, time spent in the app, push receipts, push opens, push dismisses, geofence enter/exit actions, location updates, actions inside web views presented by Netmera, and log events for errors.  📄 **Kaynak belge**: [netmera-user-guide-beginners-guide-to-netmera-faq.txt](https://user.netmera.com/netmera-user-guide/beginners-guide-to-netmera/faqs)"
